net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,%Defintieve aansl (NRM),type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
westland-infra,871718518003006694,BEATRIX VAN SCHAGENLAAN,2636HS,2636HS,SCHIPLUIDEN,17,100.0,100.0,100,100,G4,1533,0.0,0
westland-infra,871718518003006694,WILGENLAAN,2636HT,2636HT,SCHIPLUIDEN,17,100.0,100.0,100,100,G4,1941,0.0,0
westland-infra,871718518003006694,KASTEELLAAN,2636HV,2636HV,SCHIPLUIDEN,46,100.0,100.0,100,96,G4,949,0.0,0
westland-infra,871718518003006694,KASTEELLAAN,2636HW,2636HW,SCHIPLUIDEN,11,100.0,100.0,100,100,G4,1425,0.0,0
westland-infra,871718518003006694,ANNA VAN RAESFELTSTRAAT,2636HX,2636HX,SCHIPLUIDEN,29,100.0,100.0,100,100,G4,1718,0.0,0
westland-infra,871718518003006694,ABTSRECHTSEWEG,2636HZ,2636JB,SCHIPLUIDEN,32,100.0,100.0,100,97,G4,1357,0.0,0
westland-infra,871718518003006694,WINDRECHT,2636JC,2636JC,SCHIPLUIDEN,22,100.0,100.0,100,95,G4,719,0.0,0
westland-infra,871718518003006694,BOVENKRUIER,2636JD,2636JD,SCHIPLUIDEN,14,100.0,100.0,100,100,G4,704,0.0,0
westland-infra,871718518003006694,MOLENGANG,2636JE,2636JE,SCHIPLUIDEN,11,100.0,100.0,100,100,G4,1219,0.0,0
westland-infra,871718518003006694,KORENMAAT,2636JG,2636JG,SCHIPLUIDEN,14,100.0,100.0,100,100,G4,827,0.0,0
westland-infra,871718518003006694,VELDVREUGD,2636JJ,2671AA,SCHIPLUIDEN,17,100.0,100.0,100,94,G4,1358,0.0,0
westland-infra,871718518003006694,BEATRIX VAN LIESVELDSTR,2671AB,2671AB,NAALDWIJK,14,100.0,100.0,100,100,G4,1191,0.0,0
westland-infra,871718518003006694,BEATRIX VAN LIESVELDSTR,2671AC,2671AC,NAALDWIJK,14,100.0,100.0,100,100,G4,1073,0.0,0
westland-infra,871718518003006694,LAGE WOERD,2671AD,2671AD,NAALDWIJK,11,100.0,100.0,100,100,G4,1768,0.0,0
westland-infra,871718518003006694,LAGE WOERD,2671AE,2671AE,NAALDWIJK,11,100.0,100.0,100,100,G4,1858,0.0,0
westland-infra,871718518003006694,LAGE WOERD,2671AG,2671AG,NAALDWIJK,14,100.0,100.0,100,100,G4,1200,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AH,2671AH,NAALDWIJK,17,100.0,100.0,100,94,G4,1499,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AJ,2671AJ,NAALDWIJK,17,100.0,100.0,100,94,G4,1647,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AK,2671AK,NAALDWIJK,17,100.0,100.0,100,100,G4,1210,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AL,2671AL,NAALDWIJK,12,100.0,100.0,100,100,G4,1013,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AM,2671AM,NAALDWIJK,17,100.0,100.0,100,100,G4,1497,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AN,2671AN,NAALDWIJK,16,100.0,100.0,100,100,G4,1466,0.0,0
westland-infra,871718518003006694,DUIVENTORENSTRAAT,2671AP,2671AP,NAALDWIJK,17,100.0,100.0,100,94,G4,1640,0.0,0
westland-infra,871718518003006694,KLEINE WOERDLAAN,2671AR,2671AS,NAALDWIJK,25,100.0,100.0,100,96,G4,2073,0.0,0
westland-infra,871718518003006694,GERRIT VAN HEEMSKERKSTR,2671AT,2671AT,NAALDWIJK,14,100.0,100.0,100,100,G4,1289,0.0,0
westland-infra,871718518003006694,GERRIT VAN HEEMSKERKSTR,2671AV,2671AV,NAALDWIJK,14,100.0,100.0,100,100,G4,1434,0.0,0
westland-infra,871718518003006694,GERRIT VAN HEEMSKERKSTR,2671AW,2671AW,NAALDWIJK,14,100.0,100.0,100,100,G4,1347,0.0,0
westland-infra,871718518003006694,GERRIT VAN HEEMSKERKSTR,2671AX,2671AX,NAALDWIJK,15,100.0,100.0,100,100,G4,1346,0.0,0
westland-infra,871718518003006694,HERPERT VAN FOREESTSTR,2671AZ,2671BA,NAALDWIJK,19,100.0,100.0,100,100,G4,1559,0.0,0
westland-infra,871718518003006694,HENDRIK VAN NAALDWIJKSTR,2671BB,2671BB,NAALDWIJK,14,100.0,100.0,100,93,G4,1917,0.0,0
westland-infra,871718518003006694,HENDRIK VAN NAALDWIJKSTR,2671BC,2671BC,NAALDWIJK,15,100.0,100.0,100,87,G4,1708,0.0,0
westland-infra,871718518003006694,HENDRIK VAN NAALDWIJKSTR,2671BD,2671BH,NAALDWIJK,34,100.0,100.0,100,97,G4,1773,0.0,0
westland-infra,871718518003006694,SIMON VAN ARKELSTRAAT,2671BJ,2671BL,NAALDWIJK,35,100.0,100.0,100,100,G4,1542,0.0,0
westland-infra,871718518003006694,ERMGAART VAN DER LEKSTR,2671BM,2671BM,NAALDWIJK,11,100.0,100.0,100,100,G4,2033,0.0,0
westland-infra,871718518003006694,AGNES VAN WENDELNESSESTR,2671BN,2671BN,NAALDWIJK,11,100.0,100.0,100,100,G4,1843,0.0,0
westland-infra,871718518003006694,ELISABETH VAN EGMONTSTR,2671BP,2671BP,NAALDWIJK,10,100.0,100.0,100,100,G4,1615,0.0,0
westland-infra,871718518003006694,VAN DER DOORTOGESTRAAT,2671BR,2671BR,NAALDWIJK,18,100.0,100.0,100,100,G4,1802,0.0,0
westland-infra,871718518003006694,VAN DER DOORTOGESTRAAT,2671BS,2671BV,NAALDWIJK,34,100.0,100.0,100,47,G6,3644,0.0,0
westland-infra,871718518003006694,GILDESTRAAT,2671BW,2671BW,NAALDWIJK,13,100.0,100.0,100,54,G4,3313,0.0,0
westland-infra,871718518003006694,AMPERESTRAAT,2671BX,2671CA,NAALDWIJK,18,100.0,100.0,100,83,G4,1710,0.0,0
westland-infra,871718518003006694,KLEINE WOERDLAAN,2671CB,2671CC,NAALDWIJK,20,100.0,100.0,100,90,G4,1474,0.0,0
westland-infra,871718518003006694,VAN LIJNSCHOOTENLAAN,2671CD,2671CD,NAALDWIJK,12,100.0,100.0,100,92,G4,583,0.0,0
westland-infra,871718518003006694,VAN LIJNSCHOOTENLAAN,2671CE,2671CE,NAALDWIJK,27,100.0,100.0,100,100,G4,982,0.0,0
westland-infra,871718518003006694,VAN LIJNSCHOOTENLAAN,2671CG,2671CG,NAALDWIJK,16,100.0,100.0,100,100,G4,695,0.0,0
westland-infra,871718518003006694,VAN LIJNSCHOOTENLAAN,2671CH,2671CH,NAALDWIJK,10,100.0,100.0,100,100,G4,998,0.0,0
westland-infra,871718518003006694,VAN LIJNSCHOOTENLAAN,2671CJ,2671CJ,NAALDWIJK,12,100.0,100.0,100,100,G4,674,0.0,0
westland-infra,871718518003006694,GROTE WOERDLAAN,2671CK,2671CL,NAALDWIJK,72,100.0,100.0,100,89,G4,2453,0.0,0
westland-infra,871718518003006694,GROTE WOERDLAAN,2671CM,2671CN,NAALDWIJK,23,100.0,100.0,100,43,G6,3745,0.0,0
westland-infra,871718518003006694,VERBURCHLAAN,2671CP,2671CP,NAALDWIJK,19,100.0,100.0,100,89,G4,5979,0.0,0
westland-infra,871718518003006694,VERSPYCKLAAN,2671CR,2671CR,NAALDWIJK,21,100.0,100.0,100,86,G4,1754,0.0,0
westland-infra,871718518003006694,VERSPYCKLAAN,2671CS,2671CS,NAALDWIJK,57,100.0,100.0,100,93,G4,1595,0.0,0
westland-infra,871718518003006694,INDUSTRIESTRAAT,2671CT,2671CT,NAALDWIJK,36,100.0,100.0,100,42,G4,5388,0.0,0
westland-infra,871718518003006694,SLACHTHUISSTRAAT,2671CV,2671CW,NAALDWIJK,22,100.0,95.45,100,59,G4,4287,0.0,0
westland-infra,871718518003006694,DIJKWEG,2671CX,2671CX,NAALDWIJK,15,100.0,100.0,100,93,G4,2323,0.0,0
westland-infra,871718518003006694,DIJKWEG,2671CZ,2671CZ,NAALDWIJK,18,100.0,100.0,100,83,G4,3298,0.0,0
westland-infra,871718518003006694,BOSLAAN,2671DA,2671DB,NAALDWIJK,50,100.0,98.0,100,48,G6,1963,0.0,0
westland-infra,871718518003006694,BURGEMEESTER ELSENWEG,2671DC,2671DC,NAALDWIJK,10,100.0,100.0,100,60,G4,3436,0.0,0
westland-infra,871718518003006694,OUDE WOERDLAAN,2671DD,2671DG,NAALDWIJK,26,100.0,100.0,100,65,G4,3095,0.0,0
westland-infra,871718518003006694,HOGE WOERD,2671DH,2671DH,NAALDWIJK,14,100.0,100.0,100,86,G4,3961,0.0,0
westland-infra,871718518003006694,NIJVERHEIDSTRAAT,2671DJ,2671DK,NAALDWIJK,25,100.0,100.0,100,76,G4,2508,0.0,0
westland-infra,871718518003006694,MIDDEN WOERD,2671DL,2671DL,NAALDWIJK,30,100.0,100.0,100,100,G4,1754,0.0,0
westland-infra,871718518003006694,HONDSDRAF,2671DM,2671DM,NAALDWIJK,20,100.0,100.0,100,80,G4,3267,0.0,0
westland-infra,871718518003006694,KONINGSVELD,2671DN,2671DV,NAALDWIJK,41,100.0,100.0,100,66,G4,3483,0.0,0
westland-infra,871718518003006694,LANGE BROEKWEG,2671DW,2671DW,NAALDWIJK,17,100.0,100.0,100,76,G4,4110,0.0,0
westland-infra,871718518003006694,HOGE NOORDWEG,2671DX,2671DX,NAALDWIJK,13,100.0,100.0,100,92,G4,3354,0.0,0
westland-infra,871718518003006694,HOGE NOORDWEG,2671DZ,2671DZ,NAALDWIJK,18,100.0,100.0,100,83,G4,2989,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671EA,2671EA,NAALDWIJK,18,100.0,100.0,100,83,G4,4220,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671EB,2671EB,NAALDWIJK,17,100.0,100.0,100,65,G4,2689,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671EC,2671EC,NAALDWIJK,11,100.0,100.0,100,91,G4,1728,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671ED,2671ED,NAALDWIJK,19,100.0,100.0,100,84,G4,2656,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671EE,2671EE,NAALDWIJK,17,100.0,100.0,100,100,G4,1760,0.0,0
westland-infra,871718518003006694,VAN DER HOEVENSTRAAT,2671EG,2671EG,NAALDWIJK,25,100.0,100.0,100,84,G4,2526,0.0,0
westland-infra,871718518003006694,PRINSES JULIANASTRAAT,2671EH,2671EH,NAALDWIJK,24,100.0,100.0,100,79,G4,2840,0.0,0
westland-infra,871718518003006694,PRINSES JULIANASTRAAT,2671EK,2671EK,NAALDWIJK,18,100.0,100.0,100,83,G4,2088,0.0,0
westland-infra,871718518003006694,JACOB VAN CAMPENSTRAAT,2671EL,2671EN,NAALDWIJK,23,100.0,100.0,100,100,G4,1610,0.0,0
westland-infra,871718518003006694,VAN DEURSENSTRAAT,2671EP,2671ER,NAALDWIJK,29,100.0,100.0,100,97,G4,1525,0.0,0
westland-infra,871718518003006694,MARTINUS DORPIUSSTRAAT,2671ES,2671EV,NAALDWIJK,21,100.0,100.0,100,86,G4,3364,0.0,0
westland-infra,871718518003006694,MOLENSTRAAT,2671EW,2671EW,NAALDWIJK,14,100.0,100.0,100,64,G4,3198,0.0,0
westland-infra,871718518003006694,MOLENSTRAAT,2671EX,2671EX,NAALDWIJK,16,100.0,100.0,100,56,G4,3238,0.0,0
westland-infra,871718518003006694,MOLENSTRAAT,2671EZ,2671GA,NAALDWIJK,47,100.0,100.0,100,81,G4,2678,0.0,0
westland-infra,871718518003006694,DIJKWEG,2671GB,2671GB,NAALDWIJK,20,100.0,100.0,100,60,G4,4089,0.0,0
westland-infra,871718518003006694,REMBRANDTSTRAAT,2671GC,2671GC,NAALDWIJK,13,100.0,100.0,100,92,G4,1650,0.0,0
westland-infra,871718518003006694,REMBRANDTSTRAAT,2671GD,2671GD,NAALDWIJK,15,100.0,100.0,100,73,G4,1868,0.0,0
westland-infra,871718518003006694,REMBRANDTSTRAAT,2671GE,2671GH,NAALDWIJK,25,100.0,100.0,100,88,G4,1944,0.0,0
westland-infra,871718518003006694,HAVENSTRAAT,2671GJ,2671GJ,NAALDWIJK,16,100.0,100.0,100,88,G4,1993,0.0,0
westland-infra,871718518003006694,SINT MARTINUSSTRAAT,2671GK,2671GK,NAALDWIJK,150,100.0,100.0,100,97,G4,936,0.0,0
westland-infra,871718518003006694,SINT MARTINUSSTRAAT,2671GM,2671GM,NAALDWIJK,41,100.0,100.0,100,95,G4,1251,0.0,0
westland-infra,871718518003006694,FREDERIK HENDRIKSTRAAT,2671GN,2671GN,NAALDWIJK,17,100.0,100.0,100,94,G4,1669,0.0,0
westland-infra,871718518003006694,FREDERIK HENDRIKSTRAAT,2671GP,2671GP,NAALDWIJK,23,100.0,100.0,100,100,G4,1771,0.0,0
westland-infra,871718518003006694,WILHELMINAPLEIN,2671GR,2671GS,NAALDWIJK,24,100.0,100.0,100,54,G4,4277,0.0,0
westland-infra,871718518003006694,HAVENPLEIN,2671GT,2671GX,NAALDWIJK,31,100.0,100.0,100,65,G4,3934,0.0,0
westland-infra,871718518003006694,VERDIPARK,2671GZ,2671GZ,NAALDWIJK,15,100.0,100.0,100,93,G4,1280,0.0,0
westland-infra,871718518003006694,VERDIPARK,2671HA,2671HA,NAALDWIJK,15,100.0,100.0,100,100,G4,1032,0.0,0
westland-infra,871718518003006694,VERDIPARK,2671HB,2671HB,NAALDWIJK,16,100.0,100.0,100,100,G4,1324,0.0,0
westland-infra,871718518003006694,KERKSTRAAT,2671HC,2671HC,NAALDWIJK,16,100.0,100.0,100,94,G4,1849,0.0,0
westland-infra,871718518003006694,KERKLAAN,2671HD,2671HJ,NAALDWIJK,52,100.0,100.0,100,90,G4,1219,0.0,0
westland-infra,871718518003006694,STOKDIJKHOF,2671HK,2671HK,NAALDWIJK,14,100.0,100.0,100,100,G4,200,0.0,0
westland-infra,871718518003006694,RENTMEESTER,2671HL,2671HL,NAALDWIJK,37,100.0,100.0,100,78,G4,2382,0.0,0
westland-infra,871718518003006694,BALJUW,2671HM,2671HM,NAALDWIJK,32,100.0,100.0,100,94,G4,2386,0.0,0
westland-infra,871718518003006694,SCHEPEN,2671HN,2671HN,NAALDWIJK,57,100.0,100.0,100,77,G4,2189,0.0,0
westland-infra,871718518003006694,VAN TIJNPLEIN,2671HP,2671HP,NAALDWIJK,26,100.0,100.0,100,100,G4,1178,0.0,0
westland-infra,871718518003006694,WILLEM DE SITTERSTRAAT,2671HR,2671HS,NAALDWIJK,30,100.0,100.0,100,90,G4,1968,0.0,0
westland-infra,871718518003006694,SECRETARIS VERHOEFFWEG,2671HT,2671HT,NAALDWIJK,150,100.0,100.0,100,96,G4,1539,0.0,0
westland-infra,871718518003006694,SIMON V SLINGERLANDTSTR,2671HV,2671HV,NAALDWIJK,11,100.0,100.0,100,100,G4,1073,0.0,0
westland-infra,871718518003006694,WANTSNIJDERPLAATS,2671HW,2671HZ,NAALDWIJK,23,100.0,100.0,100,74,G4,2893,0.0,0
westland-infra,871718518003006694,HERENSTRAAT,2671JA,2671JC,NAALDWIJK,79,100.0,100.0,100,97,G4,1309,0.0,0
westland-infra,871718518003006694,PATIJNENBURG,2671JD,2671JG,NAALDWIJK,24,100.0,100.0,100,79,G4,5395,0.0,0
westland-infra,871718518003006694,PRINS HENDRIKSTRAAT,2671JH,2671JH,NAALDWIJK,31,100.0,100.0,100,87,G4,1663,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JJ,2671JJ,NAALDWIJK,13,100.0,100.0,100,85,G4,1945,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JK,2671JK,NAALDWIJK,25,100.0,100.0,100,100,G4,2317,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JL,2671JL,NAALDWIJK,15,100.0,100.0,100,87,G4,2573,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JM,2671JM,NAALDWIJK,16,100.0,100.0,100,81,G4,2184,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JN,2671JP,NAALDWIJK,26,100.0,100.0,100,88,G4,2866,0.0,0
westland-infra,871718518003006694,'S-GRAVENZANDSEWEG,2671JR,2671JR,NAALDWIJK,20,100.0,100.0,100,90,G4,2568,0.0,0
westland-infra,871718518003006694,KONINGSTRAAT,2671JS,2671JS,NAALDWIJK,11,100.0,100.0,100,91,G4,1971,0.0,0
westland-infra,871718518003006694,KONINGSTRAAT,2671JT,2671JT,NAALDWIJK,17,100.0,100.0,100,94,G4,1795,0.0,0
westland-infra,871718518003006694,KONINGSTRAAT,2671JV,2671JV,NAALDWIJK,27,100.0,100.0,100,93,G4,1773,0.0,0
westland-infra,871718518003006694,POTTERSLAAN,2671JW,2671JZ,NAALDWIJK,25,100.0,100.0,100,68,G4,2912,0.0,0
westland-infra,871718518003006694,GERBERALAAN,2671KA,2671KA,NAALDWIJK,20,100.0,100.0,100,100,G4,1017,0.0,0
westland-infra,871718518003006694,GERBERALAAN,2671KB,2671KB,NAALDWIJK,20,100.0,100.0,100,100,G4,1266,0.0,0
westland-infra,871718518003006694,GERBERALAAN,2671KC,2671KC,NAALDWIJK,20,100.0,100.0,100,100,G4,1153,0.0,0
westland-infra,871718518003006694,GERBERALAAN,2671KD,2671KD,NAALDWIJK,20,100.0,100.0,100,90,G4,3184,0.0,0
westland-infra,871718518003006694,GERBERALAAN,2671KE,2671KE,NAALDWIJK,20,100.0,100.0,100,95,G4,1981,0.0,0
westland-infra,871718518003006694,ANJERLAAN,2671KG,2671KH,NAALDWIJK,22,100.0,100.0,100,95,G4,2208,0.0,0
westland-infra,871718518003006694,ANJERLAAN,2671KJ,2671KJ,NAALDWIJK,24,100.0,100.0,100,79,G4,2199,0.0,0
westland-infra,871718518003006694,ROZENSTRAAT,2671KK,2671KL,NAALDWIJK,23,100.0,100.0,100,96,G4,2046,0.0,0
westland-infra,871718518003006694,LELIESTRAAT,2671KM,2671KM,NAALDWIJK,24,100.0,100.0,100,100,G4,1304,0.0,0
westland-infra,871718518003006694,LELIESTRAAT,2671KN,2671KN,NAALDWIJK,24,100.0,100.0,100,100,G4,1229,0.0,0
westland-infra,871718518003006694,LELIESTRAAT,2671KP,2671KP,NAALDWIJK,23,100.0,100.0,100,96,G4,1153,0.0,0
westland-infra,871718518003006694,CHRYSANTENSTRAAT,2671KR,2671KR,NAALDWIJK,14,100.0,100.0,100,93,G4,1724,0.0,0
westland-infra,871718518003006694,FRESIASTRAAT,2671KS,2671KS,NAALDWIJK,18,100.0,100.0,100,89,G4,2313,0.0,0
westland-infra,871718518003006694,KRUISBROEKWEG,2671KT,2671KV,NAALDWIJK,17,100.0,100.0,100,100,G4,1139,0.0,0
westland-infra,871718518003006694,PERENSTRAAT,2671KW,2671KW,NAALDWIJK,18,100.0,100.0,100,100,G4,1185,0.0,0
westland-infra,871718518003006694,PERENSTRAAT,2671KX,2671KX,NAALDWIJK,19,100.0,100.0,100,100,G4,1327,0.0,0
westland-infra,871718518003006694,MELOENSTRAAT,2671KZ,2671KZ,NAALDWIJK,13,100.0,100.0,100,100,G4,1442,0.0,0
westland-infra,871718518003006694,MELOENSTRAAT,2671LA,2671LA,NAALDWIJK,21,100.0,100.0,100,95,G4,1418,0.0,0
westland-infra,871718518003006694,APPELSTRAAT,2671LB,2671LB,NAALDWIJK,14,100.0,100.0,100,100,G4,1141,0.0,0
westland-infra,871718518003006694,APPELSTRAAT,2671LC,2671LC,NAALDWIJK,14,100.0,100.0,100,100,G4,1096,0.0,0
westland-infra,871718518003006694,RIJNSBURGERWEG,2671LD,2671LD,NAALDWIJK,20,100.0,95.0,100,75,G4,3101,0.0,0
westland-infra,871718518003006694,BAAKWONING,2671LE,2671LE,NAALDWIJK,23,100.0,100.0,100,83,G4,3586,0.0,0
westland-infra,871718518003006694,MONSTERSEPAD,2671LG,2671LG,NAALDWIJK,16,100.0,100.0,100,94,G4,3384,0.0,0
westland-infra,871718518003006694,DE KORENBLOEM,2671LH,2671LH,NAALDWIJK,12,100.0,100.0,100,67,G4,2281,0.0,0
westland-infra,871718518003006694,HOGE GEEST,2671LJ,2671LJ,NAALDWIJK,10,100.0,100.0,100,80,G4,3082,0.0,0
westland-infra,871718518003006694,HOGE GEEST,2671LK,2671LK,NAALDWIJK,24,100.0,100.0,100,88,G4,3183,0.0,0
westland-infra,871718518003006694,ZWARTENDIJK,2671LL,2671LL,NAALDWIJK,24,100.0,100.0,100,67,G4,3305,0.0,0
westland-infra,871718518003006694,ZUIDGEESTLAAN,2671LM,2671LP,NAALDWIJK,25,100.0,100.0,100,76,G4,3125,0.0,0
westland-infra,871718518003006694,GROTE ACHTERWEG,2671LR,2671LR,NAALDWIJK,21,100.0,100.0,100,81,G4,3533,0.0,0
westland-infra,871718518003006694,KLEINE ACHTERWEG,2671LS,2671LS,NAALDWIJK,12,100.0,91.67,100,92,G4,3164,0.0,0
westland-infra,871718518003006694,KLEINE ACHTERWEG,2671LT,2671LT,NAALDWIJK,18,100.0,100.0,100,67,G4,3305,0.0,0
westland-infra,871718518003006694,KLEINE ACHTERWEG,2671LV,2671LV,NAALDWIJK,13,100.0,100.0,100,92,G4,3898,0.0,0
westland-infra,871718518003006694,OPSTALWEG,2671LW,2671LW,NAALDWIJK,21,100.0,100.0,100,71,G4,3314,0.0,0
westland-infra,871718518003006694,OPSTALWEG,2671LX,2671LX,NAALDWIJK,25,100.0,100.0,100,92,G4,2770,0.0,0
westland-infra,871718518003006694,BOOMGAARDSPAD,2671LZ,2671MB,NAALDWIJK,24,100.0,100.0,100,88,G4,1839,0.0,0
westland-infra,871718518003006694,GEESTWEG,2671MC,2671MC,NAALDWIJK,24,100.0,100.0,100,96,G4,2718,0.0,0
westland-infra,871718518003006694,PIJLE TUINENWEG,2671MD,2671MG,NAALDWIJK,32,100.0,100.0,100,84,G4,3087,0.0,0
westland-infra,871718518003006694,ZUIDEINDE,2671MH,2671MH,NAALDWIJK,10,100.0,100.0,100,60,G4,4573,0.0,0
westland-infra,871718518003006694,HOOGWERF,2671MJ,2671MJ,NAALDWIJK,18,100.0,100.0,100,78,G4,2867,0.0,0
westland-infra,871718518003006694,ZUIDWEG,2671MN,2671MN,NAALDWIJK,20,100.0,100.0,100,85,G4,3580,0.0,0
westland-infra,871718518003006694,ZUIDWEG,2671MP,2671MP,NAALDWIJK,10,100.0,100.0,100,80,G4,3646,0.0,0
westland-infra,871718518003006694,GALGEWEG,2671MR,2671MS,NAALDWIJK,17,100.0,100.0,100,41,G4,5570,0.0,0
westland-infra,871718518003006694,GALGEWEG,2671MT,2671MT,NAALDWIJK,10,100.0,100.0,100,60,G4,3940,0.0,0
westland-infra,871718518003006694,GALGEPAD,2671MV,2671MX,NAALDWIJK,12,100.0,100.0,100,75,G4,3074,0.0,0
westland-infra,871718518003006694,SINT JORISPAD,2671MZ,2671MZ,NAALDWIJK,12,100.0,100.0,100,100,G4,2291,0.0,0
westland-infra,871718518003006694,SINT JORISPAD,2671NA,2671NA,NAALDWIJK,18,100.0,100.0,100,89,G4,3653,0.0,0
westland-infra,871718518003006694,ORANJESLUISWEG,2671NB,2671NB,NAALDWIJK,10,100.0,100.0,100,80,G4,2587,0.0,0
westland-infra,871718518003006694,VLIETWEG,2671NC,2671ND,NAALDWIJK,18,100.0,100.0,100,56,G4,3317,0.0,0
westland-infra,871718518003006694,MONNIKENLAAN,2671NE,2671NG,NAALDWIJK,18,100.0,100.0,100,89,G4,2738,0.0,0
westland-infra,871718518003006694,POPULIER,2671NH,2671NJ,NAALDWIJK,32,100.0,100.0,100,100,G4,1609,0.0,0
westland-infra,871718518003006694,KAMPERFOELIE,2671NK,2671NL,NAALDWIJK,25,100.0,100.0,100,96,G4,1481,0.0,0
westland-infra,871718518003006694,VUURDOORN,2671NM,2671NM,NAALDWIJK,35,100.0,100.0,100,97,G4,1605,0.0,0
westland-infra,871718518003006694,OLEANDER,2671NN,2671NN,NAALDWIJK,14,100.0,100.0,100,100,G4,1405,0.0,0
westland-infra,871718518003006694,OLEANDER,2671NP,2671NP,NAALDWIJK,30,100.0,100.0,100,93,G4,1547,0.0,0
westland-infra,871718518003006694,JASMIJN,2671NR,2671NR,NAALDWIJK,13,100.0,100.0,100,100,G4,1324,0.0,0
westland-infra,871718518003006694,LIJSTERBES,2671NS,2671NS,NAALDWIJK,19,100.0,100.0,100,95,G4,1534,0.0,0
westland-infra,871718518003006694,BERBERIS,2671NT,2671NT,NAALDWIJK,12,100.0,100.0,100,92,G4,1537,0.0,0
westland-infra,871718518003006694,LEVERKRUID,2671NV,2671NV,NAALDWIJK,10,100.0,100.0,100,100,G4,1062,0.0,0
westland-infra,871718518003006694,MAGNOLIA,2671NW,2671NW,NAALDWIJK,25,100.0,100.0,100,100,G4,1492,0.0,0
westland-infra,871718518003006694,DE TUINEN,2671NX,2671NX,NAALDWIJK,22,100.0,100.0,100,86,G4,1141,0.0,0
westland-infra,871718518003006694,DE HOGE BOMEN,2671NZ,2671PA,NAALDWIJK,51,100.0,100.0,100,92,G4,1564,0.0,0
westland-infra,871718518003006694,COTTIERSTRAAT,2671PB,2671PC,NAALDWIJK,17,100.0,100.0,100,100,G4,1500,0.0,0
westland-infra,871718518003006694,HAZELAAR,2671PD,2671PD,NAALDWIJK,13,100.0,100.0,100,100,G4,1382,0.0,0
westland-infra,871718518003006694,HAZELAAR,2671PE,2671PE,NAALDWIJK,14,100.0,100.0,100,93,G4,1258,0.0,0
westland-infra,871718518003006694,GOUDENREGEN,2671PG,2671PG,NAALDWIJK,15,100.0,100.0,100,100,G4,1408,0.0,0
westland-infra,871718518003006694,GOUDENREGEN,2671PH,2671PH,NAALDWIJK,15,100.0,100.0,100,93,G4,1476,0.0,0
westland-infra,871718518003006694,LINDE,2671PJ,2671PJ,NAALDWIJK,24,100.0,100.0,100,100,G4,1489,0.0,0
westland-infra,871718518003006694,LINDE,2671PK,2671PK,NAALDWIJK,17,100.0,100.0,100,100,G4,1348,0.0,0
westland-infra,871718518003006694,LINDE,2671PL,2671PL,NAALDWIJK,15,100.0,100.0,100,100,G4,1210,0.0,0
westland-infra,871718518003006694,MEIDOORN,2671PM,2671PM,NAALDWIJK,24,100.0,100.0,100,100,G4,1300,0.0,0
westland-infra,871718518003006694,MEIDOORN,2671PN,2671PN,NAALDWIJK,22,100.0,100.0,100,100,G4,1632,0.0,0
westland-infra,871718518003006694,ESDOORN,2671PP,2671PP,NAALDWIJK,15,100.0,100.0,100,100,G4,1231,0.0,0
westland-infra,871718518003006694,ESDOORN,2671PR,2671PR,NAALDWIJK,15,100.0,100.0,100,100,G4,1224,0.0,0
westland-infra,871718518003006694,ESDOORN,2671PS,2671PS,NAALDWIJK,24,100.0,100.0,100,100,G4,1245,0.0,0
westland-infra,871718518003006694,ESDOORN,2671PT,2671PT,NAALDWIJK,18,100.0,100.0,100,100,G4,1399,0.0,0
westland-infra,871718518003006694,ESDOORN,2671PV,2671PV,NAALDWIJK,17,100.0,100.0,100,100,G4,1116,0.0,0
westland-infra,871718518003006694,ROBINIA,2671PW,2671PW,NAALDWIJK,13,100.0,100.0,100,100,G4,1165,0.0,0
westland-infra,871718518003006694,PLATAAN,2671PX,2671PX,NAALDWIJK,18,100.0,100.0,100,100,G4,1587,0.0,0
westland-infra,871718518003006694,PLATAAN,2671PZ,2671PZ,NAALDWIJK,18,100.0,100.0,100,94,G4,1541,0.0,0
